recipe_id,recipe_title,recipe_serves,recipe_reviews,recipe_steps,recipe_images
25519,Balsamic-Roasted Shallots,Serves: 4 to 6,[],"['1. Heat oven to 400\xc2\xb0 F.', '2. Put olive oil in an ovenproof skillet. (Alternatively, you can brown the shallots in whatever pan you like, and then transfer them into a baking dish).', ""3. Add the brown sugar, mix to just combine, then add shallots, cut-side down if you've halved any. Brown over medium heat for 10 minutes, flipping once halfway through, or as soon as a beautiful brown crust has developed on the first side."", '4. Take the pan off of the heat, and add everything else -- salt, thyme, sherry, vinegar -- shake the pan a bit, and then cover with foil and roast in the oven until completely cooked through. Depending on the size of your shallots, this can take anywhere from 25 to 40 minutes -- test with a knife every 5 minutes beginning at the 25-minute mark.', '5. Serve warm.']","['https://images.food52.com/8GzRuS6Els3CiqNv-RkliJMRs2o=/753x502/47fc0cc3-3292-4ff4-80a8-cf0a3ca06a4c--IMG_5212-2.jpg', 'https://images.food52.com/jD6x6HvZZRV0KjyPmnq4idb9tfA=/753x502/b750a628-32c5-47f2-8d16-c898d5b37b92--IMG_5216-3.jpg']"
24643,Cauliflower Patties,"Serves: about 4 to 6
                  Prep time: 25 min
                  Cook time: 25 min",[],"['1. Place a large stockpot filled with water to boil on the stove top. Once it comes to a full boil, add the prepared cauliflower and cook until tender, but not too mushy. Drain and rinse with cold water, set aside to cool.', '2. Saute the shallots and garlic in olive oil until soft and fragrant; do not brown. Remove from heat and set aside.', '3. Break the cooked cauliflower pieces down into very small pieces using your hands or a knife. The cauliflower needs to be solid enough to taste and create texture, but not so large as to not allow the patties to cook properly.', '4. Add the eggs, cooked shallots and garlic to the bowl of cauliflower and season with salt and pepper to taste. Mix this well and add some flour and milk to begin creating a batter-like consistency (start with 1/4 cup of each and add more as needed; adjust to get the desired consistency.)', '5. Add the grated cheese, shredded mozzarella and chopped fresh parsley to the mix and blend well until combined. Again, test the thickness here and adjust accordingly adding flour and milk until you are satisfied.', '6. NOTE: The mixture for these patties is a bit of trial and error as it needs to resemble a very thick pancake batter without being too dry or worse, too thin and runny.', '7. Heat a large non-stick skillet to medium-high heat and add drizzle of the light olive oil and test the mixture by spooning a small pattie into the skillet and watch how it cooks and holds its shape.', '8. Use your spatula to press and form the pattie in the skillet as it cooks to make sure it maintains shape and cooks through.\r\n\r\nAdjust your heat and resist the urge to flip too soon, allow the pattie to cook until light golden brown (about 3-4 minutes each side depending on your stove) before you flip them.', '9. Continue forming and cooking the patties, adding more light olive oil as you go. Remove the cooked patties to a large flat platter to cool (do not overlap them until cooled.) Taste the first patties and adjust your salt and pepper seasoning for the remaining batter, if needed.', '10. I love to serve these after letting them cool as they are much more flavorful at room temperature.\r\n\r\nThese are the ideal hostess side dish (plan to make these during the upcoming holidays) that you can make ahead.', '11. Store them in a sealed container in the refrigerator and simply deliver them to your host and let them come back to room temperature before serving.']","['https://images.food52.com/J4yPHmA9-kFINIXhiVOhT6fud3Y=/753x502/b2e3d88f-7557-4524-a01f-0a34f20e62a0--cauliflower.jpg', 'https://images.food52.com/h_biEfkkX0DUCGVfqI8ooc-C1-Q=/753x502/dc76a47a-840b-40a2-8c18-3fe5b5e7005c--cucinadimammina_cauliflower_patties_4.JPG']"
39605,Joan's on Third's Curried Chickpeas,Serves: 4 (about 3 cups of salad),['This recipe is a Community Pick!'],"['1. In a large saut\xc3\xa9 pan heated over medium-high heat, saut\xc3\xa9 the onion in the olive oil until deep golden and crispy, about 6 to 8 minutes, stirring frequently.', '2. Add the turmeric, cumin, coriander, and cayenne pepper and cook, stirring constantly, until aromatic and lightly toasted, about 3 minutes.', '3. Add the chickpeas, cilantro, and lemon juice and continue to stir to develop the flavors, about 5 minutes. Remove from heat and season with 1/4 teaspoon salt, or to taste.', '4. Cool the salad, then transfer it to a container, cover, and refrigerate until chilled before serving, at least 30 minutes. Taste and adjust seasoning and lemon juice as desired.']",['https://images.food52.com/IZCn4JRfdsWaxq_8aeGGiFz3VC0=/753x502/866298ad-92f2-4d96-ac97-4d079bc4d04d--2015-1207_curried-chickpeas_james-ransom-022.jpg']
29895,Vegetarian Carrot Fried Brown Rice,Serves: 1 to 2,['This recipe is a Community Pick!'],"['1. In a large skillet set over low heat, heat 1 tablespoon peanut oil. Stir in the onion and red pepper, cooking until tender, 5 to 6 minutes. Add diced carrots and continue to cook for another 5 to 6 minutes, until carrots are slightly soft. Stir in brown rice, soy sauce, rice vinegar, and mirin, cooking for 2 to 3 more minutes to fry the rice.', '2. Create a large well in the center of the rice and add remaining tablespoon of peanut oil. Whisk the eggs in a bowl, then pour them into the well. Cook the eggs, stirring occasionally, until set, 3 to 4 minutes. Stir in sesame seeds, then serve hot with a sprinkle of cilantro.']",['https://images.food52.com/pS20-2vTbEYujZI0HCMIHSls5aA=/753x502/d5744fae-d73f-4794-9e5c-c9a513fa2172--fried_rice_1_of_1-.jpg']
19045,"Carrots Cooked Forever, à la Roy Finamore","Serves: 8 as a side dish, baby for about a week",['This recipe is a Community Pick!'],"['1. Combine the olive oil, carrots, garlic, and a couple small pinches of salt in a medium, heavy-bottomed saucepan. Set it over medium heat and bring the oil to a simmer. Give the carrots a good stir, cover the pot, and turn the heat down as low as it will go.', '2. Cook the carrots, stirring gently every once in a while, until the slices are soft enough that they can be smushed easily by gently pinching them between your fingers. (This should take anywhere from 1 to 2 hours.) If at any point you find that the carrots start to stick to the pan and brown, gently lift them from the bottom of the pan, add a few tablespoons of water and re-cover.', ""3. When they are very soft, you can serve them as is. Or, if you're feeding a baby (or you just like them this way yourself), you can either mash the carrots gently or push them through a fine-mesh sieve before serving them. Make sure to let them cool before you feed them to a baby!""]","['https://images.food52.com/KegUX_6hw1NriHI2qOYObRoGC6c=/753x502/268228b1-a991-4603-9553-d9763f467423--2018-0131_carrots-cooked-forever-a-la-roy-finamore_3x2_rocky-luten_022.jpg', 'https://images.food52.com/yMZoqAig6j7YZeXdSxR6FNGHmEs=/753x502/f7ba1a67-768e-45e1-bc27-eff06f3f2719--food52_09-12-12-2926.jpg']"
24909,Colorful Carrots with Butter and Honey,Serves: 1,['This recipe is a Community Pick!'],"['1. Cut off the greens of the carrots, leaving a half inch of stem.', '2. Peel the carrots lightly, and wash them well.', '3. Cut the large ones in half lengthwise, but leave small ones whole.', '4. Put a pan with 1/2 inch of water in it over high heat.', '5. Add the carrots, a small knob of butter per person, and salt to taste.', '6. Cover the pan and cook until the carrots are just tender.', '7. Remove the lid, lower the heat, add a small spoonful of honey, and cook until the water is mostly gone and the carrots are gilded with a shiny glaze of butter and honey.', '8. Remove from the pan and serve right away.', '9. If you like, strew some chopped chervil or dill on the top.']","['https://images.food52.com/FqhiS-PjGb2sLkcbiwoOHgtbLjw=/753x502/93c83c9a-3749-4bd7-a9ee-3852a7493b10--2013-1115_alice-waters-038_2-.jpg', 'https://images.food52.com/BoQDQhRzBgpBiTZfZ5hc8ns4sdQ=/753x502/af455b0f-03ba-4bdd-876b-27adb4250c62--2013-1115_alice-waters-013.jpg', 'https://images.food52.com/UBVQNcnshTg7plrcxdLbJDltILM=/753x502/c9aa7b55-893d-4e46-a590-b958da738d0c--2013-1115_alice-waters-020.jpg', 'https://images.food52.com/XW6K_bCioOCQpQ6fW0TB_0itda0=/753x502/eea9cc2c-bc74-47ef-bc37-bb7f34326d9c--2013-1115_alice-waters-036_1-.jpg', 'https://images.food52.com/iYa6p5k98auFfAtiN8koUUaetrM=/753x502/41faaeb3-ca35-4a30-829a-a015d593fb46--2013-1115_alice-waters-030.jpg', 'https://images.food52.com/ZBRaFU-icmAlmpyhIXzQUgk6CKM=/753x502/33da05bc-b2f0-4888-a03e-2758003ed850--2013-1115_alice-waters-032.jpg', 'https://images.food52.com/vCOFXZSAtwmSsVwyH-pH6VloacM=/753x502/ec5e208d-b20f-4a76-89ad-5b91a7110c77--2013-1115_alice-waters-012.jpg', 'https://images.food52.com/RtxFyB2Kd1ybn3y5Mo5zvSzEiG4=/753x502/8ef2525b-25d7-4119-b665-46ca1d9fabd6--2013-1115_alice-waters-007.jpg', 'https://images.food52.com/Eij2istGb7pEB8h3WrJR_fcgSxs=/753x502/fa9ddaf3-c09b-4597-a6de-45ba26cfd105--2013-1115_alice-waters-004.jpg']"
21426,Carrots and Fennel Braised with Orange Zest and Honey,Serves: 4,"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Fennel']","['1. Heat a large heavy-bottomed skillet over high heat. Add the butter, olive oil, and honey. Stir well and add the carrots, fennel, orange zest and fennel seeds. Toss until the slices are well coated with the oil. Saut\xc3\xa9 for 2 to 3 minutes, tossing occasionally, until the fennel starts to soften. Add the water, orange juice, salt, and pepper. Toss quickly and reduce heat to between medium and medium-low. Cover the pan and simmer for 10 minutes until the vegetables are tender.', ""2. Uncover the pan. Raise heat to high and fast-simmer until the juices have all evaporated and some of the vegetables are golden-brown, about 6 to 7 minutes, tossing only occasionally so as not to break or mush the vegetables. Remove orange zest, transfer to a serving platter, sprinkle with the fennel fronds, and serve immediately.\r\nCook\xe2\x80\x99s' note: The carrots and fennel can be trimmed and cut up to 6 hours ahead and refrigerated until ready to use, but the dish is best made just before serving. It does not reheat well.""]","['https://images.food52.com/LO0u6hf5j4eGt4GqPv0A9L20ECM=/753x502/d75c7ede-e0c5-47b9-acdd-fd8bdfdf5d96--carrotsfennel.jpeg', 'https://images.food52.com/cGqN0NMZBMT-bSA3Npc2MjM-nxg=/753x502/5b7e1e4c-7599-45ee-ba5b-5ffc04b7a2e2--IMG_9200-Carrots-and-Fennel-Braised-with-Orange-Zest-and-Honey.jpg', 'https://images.food52.com/ojQw-j8mYv-Oxl_-XDFk32eWoDg=/753x502/1498d2d1-46d2-46eb-a830-d62b5b4104d8--IMG_8864-Carrots-just-picked-from-the-garden.jpg']"
9906,"""It's Maaaaa-gic!"" Moroccan Carrots",Serves: 4,"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Carrot Recipe']","['1. Cook the carrots in a small amount of salted water until tender, about 5-7 minutes (more if you cut them bigger).', '2. Meanwhile, heat the oil in a medium saucepan and add the spices and garlic; cook, stirring, over medium-low heat, until the kitchen starts to smell like Rabat or Marrakesh.', '3. Drain the carrots and stir into the spices along with the tomatoes, the chickpeas, and the honey. Simmer about 15 minutes, adding water if needed; stir in the cilantro, and serve alongside your favorite grain (farro, quinoa, brown rice, etc.)']","['https://images.food52.com/FCeawIiFSjm54pR2wPMYcFsXBpQ=/753x502/0861b989-c7b9-4fde-af73-b86f3c165349--g7LNqkuKnDTM-w4tz06dsy9NrxcaY327vCRqnIHw2Xc.jpeg', 'https://images.food52.com/US7RMOioU1R9RrXBS_qAckKEPzA=/753x502/853860ba-8130-4537-8dc7-0045a44c688e--BugsBunny.jpg']"
15021,Carrot Avocado Salad,Serves: 4,['This recipe is a Community Pick!'],"['1. Adjust an oven rack to the center position and preheat the oven to 450\xc2\xb0F. Place the carrots in a saucepan and cover them with cold water. Season with salt, set over high heat, and bring to a simmer. Reduce the heat to medium and simmer until the carrots are tender, about 10 minutes. Drain the carrots and transfer them to a medium bowl.', '2. Cut the orange and lemon in half and juice half of each one, reserving the juice and the unjuiced halves, and discarding the juiced halves. Combine the cumin, garlic, thyme, 2 tablespoons of olive oil, the red wine vinegar, red pepper, 1 teaspoon of the orange juice, and 1 teaspoon of the lemon juice in a blender and blend until smooth. Season the marinade to taste with salt and pepper. Add the marinade and the unjuiced citrus halves to the carrots and toss to combine. Spread the carrots and citrus halves on a rimmed baking sheet and bake until the carrots are slightly shriveled with a few brown spots, about 20 minutes. Allow the carrots to cool to room temperature.', '3. Meanwhile squeeze the juice from the roasted citrus halves into a small bowl. Add the remaining fresh orange juice, lemon juice, remaining 6 tablespoons olive oil, and the sugar. Season the dressing to taste with salt and pepper, and whisk to combine.', '4. Divide the carrots and avocado slices onto four plates. Divide the greens among the plates on top of the carrots and avocado. Add a tablespoon of cr\xc3\xa8me fraiche to each salad. Sprinkle sunflower seeds and sesame seeds over each plate.', '5. Drizzle several tablespoons of dressing over and around each salad (reserve any remaining dressing for another use), and serve immediately.']",['https://images.food52.com/qb4osJLC7G7LlErt33itL2HIHWw=/753x502/4932babe-6786-4653-bfdb-872c171a72bd--food52_10-25-11-3782.jpg']
9835,Glazed Carrots with Braised Bibb Lettuce,Serves: 4,[],"[""1. Place everything, except the lettuce, in a 12-inch, heavy bottomed saute pan. Add about 1 cup of cold water to the pan, or just enough to reach an 1/8 inch from the tops of the carrots. (Don't add more than a 1 1/2 cups to start.)"", '2. Place the pan over high heat and bring to a boil. The idea here is to have the water all but evaporate at the same time as the carrots finish cooking, leaving you with a rich and delicious glaze to coat and be poured over the dish. If the water seems to be evaporating before the carrots are close to being done, you can add a little more. At the same time, if the carrots seem to be getting too done, remove them from the pan.  Reduce the glaze, and then at the end, add the carrots back to warm them and to cook the lettuce.', '3. The whole idea here is to have a tender carrot that is not mushy, yet not so hard that when you cut it, it shoots across the table. It is timing, and you can always use a toothpick to test the fattest part of the carrot\xe2\x80\x94it should yield with pressure. As the water gets close to being gone, add the lettuce. Let the lettuce wilt and get soft (this will only take about 30 seconds). You want it to be vibrant green but tender like cooked spinach. Taste and adjust the seasoning. Plate, drizzle the glaze over the veggies and serve.']","['https://images.food52.com/REY6EpFHI70A0Ip-1WArYXpPsD0=/753x502/29249eca-8e56-4a28-9979-28fc265e4d4d--030811F_291.JPG', 'https://images.food52.com/Bv-DTYdN3YhrvFP9pMD2k5f05lc=/753x502/e203ae6c-24c9-494b-a6de-8e01aa0b31e0--030811F_170.JPG', 'https://images.food52.com/SpYpU8kzHGF3KQOHG_qezltrYuM=/753x502/8a2228b8-9b61-4b65-952c-29ff8e42758a--030811F_287.JPG', 'https://images.food52.com/jyVZ8Y5tvgefpF6aWql0GiK8WUg=/753x502/7db63d65-6a2d-48df-a9f7-583ee0aad680--glazed_carrots.jpg', 'https://images.food52.com/JD-hLniheDqeQszgrqq7lH8I9vE=/bd82e615-cc51-4dba-a95e-071ac73dc493--030811F_170.JPG', 'https://images.food52.com/ljsTUo36oIOLBIduJWoN1K3ysoI=/7e5459a9-c4b8-4ff1-b979-f4eb82f853f4--030811F_185.JPG', 'https://images.food52.com/US4xxlhRUZhRsL0hdsUuFZpjufM=/eae23e05-8b85-40e1-8006-0254e1ab43af--030811F_191.JPG', 'https://images.food52.com/C3vIDSARpgiCk5v-VLx7kA_ocFw=/966d98df-99de-42b7-803e-947afba3d106--030811F_187.JPG', 'https://images.food52.com/UUdv1cm2kEzIAvHrHoXtNEbnl0o=/04046e2f-9e25-48f1-939e-9118e7fa4a00--030811F_194.JPG', 'https://images.food52.com/cb0D6fhomiP24C0KsvNoaCzeQuE=/4453164c-d87a-4819-818b-36c830911330--030811F_199.JPG', 'https://images.food52.com/gYQWq3d6svULGd0I7qiQSJD3U-g=/f4c9b6d7-c76d-4a0e-9648-45609f5f48ec--030811F_211.JPG', 'https://images.food52.com/r0TSS7tHFCEWxb5W_B7Ip934ymw=/accbcd72-e5ac-40f6-860b-50ef6304ebbd--030811F_213.JPG', 'https://images.food52.com/Wd_y84OYWl8D2AyscSbG5eXyQOU=/4473fd31-5a42-42f4-a8b2-0b943cdd290e--030811F_222.JPG', 'https://images.food52.com/vcdhI0a76LQBTABXn3vEz8QP7d4=/1b1aa147-3d7f-4226-8708-94cdec08a433--030811F_238.JPG', 'https://images.food52.com/YuBD4AJeCa3dZNBycQoAwc0w8p0=/8bb6cc72-cf8c-4408-b26c-2a98872122b7--030811F_268.JPG', 'https://images.food52.com/628JHnEgDxEJ8WEPcYNrtFZMQCg=/a5606ab1-7aaa-4bbf-a9b7-c19debb683fd--030811F_276.JPG', 'https://images.food52.com/zqL-Qr5ZmG6OrG8SjeOnkOmOLf4=/801a4f70-571f-4b42-97ce-9633f421f24e--030811F_277.JPG', 'https://images.food52.com/xr536WSMOmpTZXNSj6a2brgiDD4=/de2de886-70dc-409e-8b3f-f4f72d1468c1--030811F_287.JPG', 'https://images.food52.com/LNRO7ifeSXLzODOqiAi9JBmGNDU=/6300867e-ce45-4132-83b0-968f5a2399b7--030811F_291.JPG']"
9214,Carrot Cake with Cardamom,Serves: 8-10,[],"['1. In the bowl of mixer, with paddle attachment, beat sugar and eggs until light yellow.  Add vanilla.', '2. In a large bowl, combine flours, baking powder, salt, cardamom, and cinnamon.  Add carrots and orange zest and toss to coat.', '3. Add flour mixture, alternately with yogurt and oil, to egg mixture.  Stir only until just combined.', '4. Preheat oven to 325.  Grease and flour two 9"" cake pans.  Pour batter evenly into pans.  Bake until golden, about 50-60 minutes.  Allow to cool  completely.  Frost with Cream Cheese Frosting.', '5. Cream butter and cream cheese.  Add powdered sugar.  Beat well.  Add vanilla.']","['https://images.food52.com/9omkE9-4w7GlEZ40swAM9xw319w=/753x502/c67cc154-8695-4203-b5ef-4a824c482497--2013-0625_carrot-cake-011.jpg', 'https://images.food52.com/LByv83EzPzO4mbpKQmHLRHTwnGs=/753x502/084f946c-4ccc-4d82-bcda-089724f3d6de--2013-0625_carrot-cake-011.jpg', 'https://images.food52.com/eyolbRpMjT5em3KCgBnsQp-E3ns=/753x502/0d36d508-01d6-44f9-aa25-7c44b8fbab72--030.JPG']"
26233,Roasted Carrots with Mustard Greens Gremolata,Serves: 2 to 4,[],"['1. Heat oven to 400\xc2\xb0 F.', '2. In a small bowl, whisk together the olive oil, honey, coriander seeds, and caraway seeds.', '3. Place carrots and garlic cloves in an even layer in a casserole or other baking dish.  Season generously with kosher salt and pepper. Add the olive oil-honey-spice mixture, and toss well to evenly coat.', '4. Roast for about 20 to 30 minutes, or until the carrots and garlic cloves are tender and golden brown. A few times during cooking, toss the carrots and garlic around in the pan to ensure even browning. Once done, remove from oven. Finely chop the roasted garlic.', '5. In a small bowl, combine the roasted garlic with the mustard greens, parsley, and lemon zest. Use the back of a fork to evenly incorporate the roasted garlic into the greens.', '6. Sprinkle the carrots generously with the mustard greens gremolata.  Season to taste with salt and pepper. Serve warm or at room temperature.']",['https://images.food52.com/Y6VqCvUrMG7RjB67Ue7HxzNHWmo=/753x502/910ae7d4-bff0-4885-a021-67cf3dc527fe--2014-0211_CP_roasted-carrots-mustard-greens-gremolata-006.jpg']
62185,Jessica Koslow’s Carrot-Ginger Black Sesame Loaf,Makes: makes 1 (8½ by 4½–inch/21.5 by 11–cm) loaf,['This recipe is a Community Pick!'],"['1. Preheat the oven to 350\xc2\xb0F (175\xc2\xb0C). Brush the inside surfaces of an 8\xc2\xbd by 4\xc2\xbd\xe2\x80\x93inch (21.5 by 11\xe2\x80\x93cm) loaf pan with a little oil. Dust with flour, tapping out any excess.', '2. In a small bowl, combine the flour, baking powder, and cinnamon.', '3. In a large bowl, whisk together the granulated sugar, brown sugar, applesauce, almond milk, ginger, vanilla, and salt. Using a rubber spatula, fold in the flour mixture, followed by the carrots, and finally the oil.', '4. Scrape the batter into the prepared pan and sprinkle the top with the sesame seeds. You want it to be completely covered in seeds. Bake until the middle of the loaf has puffed and a toothpick inserted into the center comes out clean, about 1 hour 10 minutes.', '5. Let cool completely in the pan before slicing. Store, tightly wrapped, at room temperature for up to 3 days.']",['https://images.food52.com/XJvCoYGRTqhwboychNcFaFnuKU0=/753x502/80989703-35ca-48b3-b915-fca3c82b835f--2016-0910_ginger-carrot-black-sesame-loaf_james-ransom-054.jpg']
848,Moroccan carrot salad with Harissa,Serves: 8-10,['This recipe is a Community Pick!'],"['1. Cut the carrot to rounds about 1/2 cm thick.', '2. Boil 4 cups of water and add salt.', '3. Boil the carrot for 10 min until soft but still have some bite to it. Drain, let dry and cool.', '4. Mix the carrot with the rest of the ingredients and let it sit in the fridge at least over night.', '5. Before serving check and see if the salad needs more salt or vinegar.', '6. Serve at room temperature.']","['https://images.food52.com/ngaMY4DvQQtYzlzJGhP3RWXLimE=/753x502/6b4b90ed-3e3c-4f91-9aa5-09e1fbc19295--110309F_494.JPG', 'https://images.food52.com/c_PBLWFE5GLiuTkoWKlN2SsObRo=/753x502/08baf383-53f5-40e0-a0e3-ecfaa40a06a3--carrot_salad.jpg']"
24330,Braised Cabbage,Serves: 6,['This recipe is a Community Pick!'],"[""1. Place a 3 1/2-quart Dutch oven with a lid over medium heat. Add the pancetta and render its fat. You want a gentle render here. You aren't trying to crisp the pancetta, just render."", ""2. Add the butter and, once it has melted, add the onion, celery, garlic, and carrots.  Sweat the vegetables until they are tender, don't let them brown. Add the cabbage, bay leaves, and season with salt and pepper. Turn the cabbage to coat the leaves in the fat. Add a quarter cup of water and put the lid on the pot. Reduce the heat to low. Cook the cabbage until tender, about 25 to 30 minutes.  Add a scrape or two of nutmeg, the parsley, and thyme. Stir to combine, then serve.""]",['https://images.food52.com/wBhFWF4jGG0qKYdFhfw-TQ4oYNk=/753x502/f89b601a-b901-4157-8062-c82a923c2065--DSCF0556.jpg']
31608,Green Cabbage Slaw (Krautsalat),Serves: 8 to 10,[],"['1. Trim the core out of the cabbage and shred it finely into a large glass, ceramic, or stainless steel bowl.', '2. Boil the water with the salt. Pour the boiling salted water over the cabbage, and let sit until the water cools, 30 to 60 minutes.', '3. Drain the cabbage using a colander. Press down on the colander with a slightly smaller plate in order to force out as much water as possible. Return the drained cabbage to a clean, dry bowl.', '4. Put the vinegar and pepper in a small bowl. While whisking, slowly add the oil until blended with the vinegar. Pour the vinaigrette over the cabbage, tossing gently to  distribute evenly. Taste for salt, adding more if needed. The slaw will be ready to eat immediately, though the flavor and texture will mellow and improve if allowed to stand for an hour or more.', '5. Variation: Prepare steps 1 through 3 above, then add the following to the cabbage in the bowl: 2 carrots, shredded on the large holes of a box grater; 1 small shallot, minced; 1 bunch arugula, chopped small; and1 to 2 tablespoons fresh marjoram, minced. Then continue with step 4 above.']","['https://images.food52.com/dgLWElJYZ2hec85j8xvM4Xisgoo=/753x502/53d48226-e465-4fbf-bef3-8560a72474e3--2014-1219_green-cabbage-slaw-007.jpg', 'https://images.food52.com/g03awSpoCi1UJm6O40i3eDW2X9Y=/753x502/b9405eca-8d60-4893-b375-a9691c6f4f4f--IMG_3382_opt.jpg']"
15583,"Weeknight Pasta with Caramelized Cabbage, Sage-Infused Brown Butter & Walnuts","Serves: 2-3 people, but can easily be doubled
                  Prep time: 15 min
                  Cook time: 45 min","['This recipe is a Community Pick!', ""This recipe was entered in the contest for The Recipe You're Most Proud Of"", 'This recipe was entered in the contest for Your Best Recipe with Brown Butter', 'This recipe was entered in the contest for Your Best Recipe with Walnuts', 'This recipe was entered in the contest for Your Best Walnuts & Sage']","['1. Fill large saucepan with water and bring to a boil over high heat. When water is at a brisk boil, turn heat down a bit and salt the water, a teaspoon at a time, until the water has a mild, salty taste. While water is coming to a boil, remove core from cabbage and slice into 2-3 wedges. After water is salted, add cabbage wedges to boiling water, cover pot and blanche for 3 minutes. Remove cabbage wedges from pot and add to large bowl filled with a mixture of ice water and ice. Reserve blanching water. When cabbage has cooled, remove from ice and ice water mixture, dry thoroughly with some tea towels, and cut into 1 inch pieces.', ""2. Bring blanching water back to a boil. Preheat oven to 325 degrees. After cabbage has cooled, add 1 ounce butter and 1 1/2 tablespoons olive oil to large skillet. Turn heat on to medium low. When oil is warm, butter has melted and is a lovely golden color and you can smell its fragrance, add cabbage slices to pan in single layer, if possible. Cabbage may splatter if it is still slightly wet. If that happens, turn heat down a bit. Let cabbage cook for about five minutes without disturbing until underside is caramelized. Watch it carefully because you don't want it to burn. It should be a lovely golden color, not blackened. When cabbage has caramelized on one side, carefully turn pieces over and continue to cook. You may have to adjust the heat, if necessary. You don't want the pieces to cook too quickly. Aim for about five minutes per side."", '3. While cabbage is cooking, add walnuts to a pie pan and place in preheated oven. After about five minutes, check on nuts. If they are starting to smell fragrant and are a beautiful golden color, remove from heat. Otherwise, give them another minute or two to finish toasting. Remove from heat. Crumble nuts if pieces look too large. Add remaining 1/2 tablespoon (you may need less) olive oil to nuts, just to very lightly moisten them. Sprinkle with sea salt and reserve.', '4. After the cabbage has been cooking for about five minutes, start cooking your pasta. When blanching water has come to a rolling boil, add pasta. Keep water at a steady boil, adjusting heat if necessary. Give pasta a good stir with a ladle to make sure pasta is not sticking together.', '5. Check on cabbage. Once cabbage is caramelized on all sides and is a lovely golden color, add garlic to pan. When you can smell garlic cooking (after about 1 minute), add thyme sprig and chopped sage leaves to pan. Add a ladleful or two of pasta water to pan, lower heat and keep at a simmer while pasta finishes cooking and while you prepare the brown butter.', ""6. Add 3 ounces of butter to small skillet. Turn heat on burner to medium. Once butter has melted and is a lovely golden color, add 10 whole sage leaves to pan. Turn heat down to medium-low. Stir butter frequently, spooning butter over sage leaves. Watch carefully, you don't want the sage leaves (or the butter) to burn. After about 5 minutes, when sage leaves are a slightly darker green and are no longer limp, remove from butter with slotted spoon. They should have a nice crisp texture. If not, return to butter to continue cooking for another minute or two. When sage leaves have crisped, drain on paper towel-lined plate. Continue cooking butter until it is a lovely dark brown color, about another minute or two more. Remove butter from heat."", '7. When pasta is almost finished cooking and is still a bit al dente (taste it, if you are in doubt), fish pasta out of saucepan with a spider and add pasta to cabbage mixture in skillet. If there is not much liquid in the pan, add a few more ladlefuls of the cooking liquid. Raise heat to medium, and stir pasta and cabbage together so that the cabbage sauce coats the pasta. Cook for another minute or two until pasta is completely cooked and cabbage sauce has slightly thickened. Remove from heat. Taste and add more salt if necessary. Put a generous amount of pasta and cabbage on each plate or in pasta bowls. Add a generous spoonful of brown butter to each serving of pasta and gently mix with tongs. Add a shower of salted walnuts, top with two crispy sage leaves, and shred Parmesan cheese over top of pasta. Spoon a little more brown butter over all.', '8. Dinner is ready! Serve with extra cheese at the table, some nice crusty bread and a dry white wine.']","['https://images.food52.com/cs5f9ivhP9f0GEDCy-RqUTg9Owk=/753x502/828fa5bd-925b-4e98-8822-0c834f68d344--weeknight_pasta.jpg', 'https://images.food52.com/cqy8om0XXWZKld82NsJgkVe6iVc=/753x502/6564db61-d154-4240-a72a-d343408862cc--IMG_0315.JPG']"
